Ontology ID	 Label NCBI	Label FoodOn	NCBI parent ID	Ontology Alternative Term	Exact Synonym (FoodOn)	See Also	FDA Common Name [after changes]	FDA SFL Common Name	FDA Acceptable Market Name(s) [after changes]	FDA SFL Acceptable Market Name	NCBI Genbank Common Name [after changes]	ITIS (TSN)	FDA Alternative Term [original]	FDA Acceptable Market Name(s) [original]	NCBI Genbank Common Name [original]	FDA law	NCBI Synonym	terms source | term requested	"term editor	"
NCBITaxon:319437	Caulolatilus princeps					https://en.wikipedia.org/wiki/Ocean_whitefish	ocean whitefish	FDA SFL Common Name	tilefish	FDA SFL Acceptable Market Name		ITIS:168540	ocean whitefish	tilefish	ocean whitefish		Latilus princeps	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:96778	Hoplostethus atlanticus					https://en.wikipedia.org/wiki/Orange_roughy	orange roughy	FDA SFL Common Name	orange roughy	FDA SFL Acceptable Market Name		ITIS:166139	orange roughy	roughy, orange	orange roughy		Hoplostethus occidentalis atlanticus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394699	Sebastes norvegicus					https://en.wikipedia.org/wiki/Rose_fish	golden redfish	FDA SFL Common Name	ocean perch	FDA SFL Acceptable Market Name		ITIS:166781	golden redfish	perch, ocean	golden redfish		Sebastes marinus norvegicus | Perca norvegica	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13662	Ruvettus pretiosus					https://en.wikipedia.org/wiki/Oilfish	oilfish	FDA SFL Common Name	oilfish	FDA SFL Acceptable Market Name		ITIS:172364	oilfish	oilfish	oilfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:482916	Sphoeroides maculatus					https://en.wikipedia.org/wiki/Northern_puffer	northern puffer	FDA SFL Common Name	puffer	FDA SFL Acceptable Market Name		ITIS:173290	northern puffer	puffer			Tetrodon hispidus maculatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:29144	Chanos chanos				milk fish	https://en.wikipedia.org/wiki/Milkfish	milkfish	FDA SFL Common Name	milkfish	FDA SFL Acceptable Market Name		ITIS:162838	milkfish	milkfish	milkfish		Mugil chanos	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:179368	Selene peruviana					https://en.wikipedia.org/wiki/Selene_peruviana	pacific moonfish	FDA SFL Common Name	jack	FDA SFL Acceptable Market Name		ITIS:168683	pacific moonfish	jack	pacific moonfish		Vomer peruvianus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:34814	Coryphaena hippurus					https://en.wikipedia.org/wiki/Mahi-mahi	dolphinfish	FDA SFL Common Name	mahi-mahi	FDA SFL Acceptable Market Name	common dolphinfish	ITIS:168791	dolphinfish	mahi-mahi	common dolphinfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:40496	Lutjanus synagris					https://en.wikipedia.org/wiki/Lane_snapper	lane snapper	FDA SFL Common Name	snapper	FDA SFL Acceptable Market Name		ITIS:168860	lane snapper	snapper	lane snapper		Sparus synagris	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:225387	Ophiodon elongatus					https://en.wikipedia.org/wiki/Lingcod	lingcod	FDA SFL Common Name	lingcod	FDA SFL Acceptable Market Name		ITIS:167116	lingcod	lingcod				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8227	Euthynnus affinis					https://en.wikipedia.org/wiki/Euthynnus_affinis	kawakawa	FDA SFL Common Name	tuna 	FDA SFL Acceptable Market Name	eastern little tuna	ITIS:172403	kawakawa	tuna (*)	eastern little tuna		Thynnus affinis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:74940	Oncorhynchus tshawytscha					https://en.wikipedia.org/wiki/Chinook_salmon	chinook salmon	FDA SFL Common Name	chinook salmon | king | spring 	FDA SFL Acceptable Market Name		ITIS:161980	chinook salmon	salmon, chinook or king or spring (*)	chinook salmon		Salmo tshawytscha | Oncorhynchus tschawytscha	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:173306	Caranx caninus					https://en.wikipedia.org/wiki/Pacific_crevalle_jack	pacific crevalle jack	FDA SFL Common Name	jack	FDA SFL Acceptable Market Name		ITIS:168626	pacific crevalle jack	jack	pacific crevalle jack			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13733	Trichiurus lepturus					https://en.wikipedia.org/wiki/Largehead_hairtail	atlantic cutlassfish	FDA SFL Common Name	cutlassfish	FDA SFL Acceptable Market Name		ITIS:172385	atlantic cutlassfish	cutlassfish	atlantic cutlassfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8056	Melanogrammus aeglefinus					https://en.wikipedia.org/wiki/Haddock	haddock	FDA SFL Common Name	haddock	FDA SFL Acceptable Market Name		ITIS:164744	haddock	haddock	haddock		Gadus aeglefinus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:183657	Urophycis tenuis					https://en.wikipedia.org/wiki/White_hake	white hake	FDA SFL Common Name	hake	FDA SFL Acceptable Market Name		ITIS:164732	white hake	hake	white hake		Gadus tenuis | Phycis tenuis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:45352	Morone chrysops x Morone saxatilis					https://en.wikipedia.org/wiki/Hybrid_striped_bass	sunshine bass	FDA SFL Common Name	bass | hybrid white bass | striped	FDA SFL Acceptable Market Name	white bass x striped sea-bass		sunshine bass	bass or bass, hybrid white or striped	white bass x striped sea-bass		Morone hybrid	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:40503	Lutjanus griseus					https://en.wikipedia.org/wiki/Mangrove_snapper	gray snapper	FDA SFL Common Name	snapper	FDA SFL Acceptable Market Name		ITIS:168848	gray snapper	snapper	grey snapper		Labrus griseus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:70868	Sphyraena barracuda					https://en.wikipedia.org/wiki/Great_barracuda	great barracuda	FDA SFL Common Name	barracuda	FDA SFL Acceptable Market Name		ITIS:650251	great barracuda	barracuda	great barracuda		Esox barracuda	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72098	Sebastes ruberrimus					https://en.wikipedia.org/wiki/Yelloweye_rockfish	yelloweye rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166740	yelloweye rockfish	rockfish	yelloweye rockfish		Sebastolobus ruberrimus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:172659	Parophrys vetulus					https://en.wikipedia.org/wiki/English_sole	english sole	FDA SFL Common Name	sole	FDA SFL Acceptable Market Name		ITIS:172921	english sole	sole	english sole		Parophrys vetula | Pleuronectes vetulus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13587	Lepidocybium flavobrunneum					https://en.wikipedia.org/wiki/Escolar	escolar	FDA SFL Common Name	escolar | oilfish	FDA SFL Acceptable Market Name		ITIS:172362	escolar	escolar or oilfish	escolar		Cybium flavobrunneum	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:89058	Microstomus pacificus					https://en.wikipedia.org/wiki/Microstomus_pacificus	dover sole	FDA SFL Common Name	sole	FDA SFL Acceptable Market Name		ITIS:172887	dover sole	sole	dover sole		Glyptocephalus pacificus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:76340	Sciaenops ocellatus					https://en.wikipedia.org/wiki/Red_drum	red drum	FDA SFL Common Name	drum | redfish	FDA SFL Acceptable Market Name		ITIS:169290	red drum	drum or redfish	red drum		Perca ocellata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:160705	Cephalopholis fulva					https://en.wikipedia.org/wiki/Cephalopholis_fulva	coney	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name		ITIS:167740	coney	grouper	coney		Labrus fulvus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7852	Alopias vulpinus					https://en.wikipedia.org/wiki/Common_thresher	common thresher shark	FDA SFL Common Name	thresher shark	FDA SFL Acceptable Market Name	thresher shark	ITIS:159916	common thresher shark	shark, thresher	thresher shark		Squalus vulpinus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:454142	Lutjanus purpureus					https://en.wikipedia.org/wiki/Southern_red_snapper	caribbean red snapper	FDA SFL Common Name	snapper	FDA SFL Acceptable Market Name	southern red snapper	ITIS:168859	caribbean red snapper	snapper	southern red snapper		Mesoprion purpureus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:320398	Roncador stearnsii					https://en.wikipedia.org/wiki/Spotfin_croaker	spotfin croaker	FDA SFL Common Name	croaker	FDA SFL Acceptable Market Name		ITIS:646515	spotfin croaker	croaker			Corvina stearnsii	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72114	Scorpaena guttata					https://en.wikipedia.org/wiki/Scorpaena_guttata	california scorpinfish	FDA SFL Common Name	scorpionfish	FDA SFL Acceptable Market Name		ITIS:166827	california scorpinfish	scorpionfish	california scorpionfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8019	Oncorhynchus kisutch					https://en.wikipedia.org/wiki/Coho_salmon	coho salmon	FDA SFL Common Name	coho salmon | silver | medium red 	FDA SFL Acceptable Market Name		ITIS:161977	coho salmon	salmon, coho or silver or medium red (*)	coho salmon		Oncorhyncus kisutch | Salmo kisatch	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394698	Sebastes nebulosus					https://en.wikipedia.org/wiki/China_rockfish	china rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166731	china rockfish	rockfish	china rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:241346	Semicossyphus pulcher					https://en.wikipedia.org/wiki/California_sheephead	california sheephead	FDA SFL Common Name	sheephead	FDA SFL Acceptable Market Name		ITIS:170744	california sheephead	sheephead			Labrus pulcher	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:81638	Brosme brosme					https://en.wikipedia.org/wiki/Cusk_(fish)	cusk	FDA SFL Common Name	cusk	FDA SFL Acceptable Market Name		ITIS:164740	cusk	cusk			Gadus brosme	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72078	Sebastes goodei					https://en.wikipedia.org/wiki/Sebastes_goodei	chilipepper fish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name	chilipepper	ITIS:166722	chilipepper (fish)	rockfish	chilipepper		Sebastodes goodei	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7998	Ictalurus punctatus					https://en.wikipedia.org/wiki/Channel_catfish	channel catfish	FDA SFL Common Name	catfish	FDA SFL Acceptable Market Name		ITIS:163998	channel catfish	catfish	channel catfish		Silurus punctatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:6763	Callinectes sapidus					https://en.wikipedia.org/wiki/Callinectes_sapidus	blue crab	FDA SFL Common Name	blue crab	FDA SFL Acceptable Market Name		ITIS:98696	blue crab	crab, blue	blue crab			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72094	Sebastes pinniger					https://en.wikipedia.org/wiki/Canary_rockfish	canary rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166734	canary rockfish	rockfish	canary rockfish		Sebastosomus pinniger	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:61865	Carcharhinus limbatus					https://en.wikipedia.org/wiki/Blacktip_shark	blacktip shark	FDA SFL Common Name	shark	FDA SFL Acceptable Market Name		ITIS:160318	blacktip shark	shark	blacktip shark		Carcharias limbatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:168377	Sphoeroides annulatus					https://en.wikipedia.org/wiki/Sphoeroides_annulatus	bullseye puffer	FDA SFL Common Name	puffer	FDA SFL Acceptable Market Name		ITIS:173292	bullseye puffer	puffer	bullseye puffer		Spheroides annulatus | Tetrodon annulatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72057	Sebastes auriculatus					https://en.wikipedia.org/wiki/Brown_rockfish	brown rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166708	brown rockfish	rockfish	brown rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13604	Makaira nigricans					https://en.wikipedia.org/wiki/Makaira	blue marlin	FDA SFL Common Name	marlin	FDA SFL Acceptable Market Name	atlantic blue marlin	ITIS:172491	blue marlin	marlin	atlantic blue marlin			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:329431	Pogonias cromis					https://en.wikipedia.org/wiki/Black_drum	black drum	FDA SFL Common Name	drum	FDA SFL Acceptable Market Name		ITIS:169288	black drum	drum	black drum		Labrus cromis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:66913	Ictalurus furcatus					https://en.wikipedia.org/wiki/Blue_catfish	blue catfish	FDA SFL Common Name	catfish	FDA SFL Acceptable Market Name		ITIS:163997	blue catfish	catfish	blue catfish		Pimelodus furcatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8265	Pseudopleuronectes americanus					https://en.wikipedia.org/wiki/Winter_flounder	blackback	FDA SFL Common Name	flounder | sole	FDA SFL Acceptable Market Name	winter flounder	ITIS:172905	blackback	flounder or sole	winter flounder		Pleuronectes americanus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8030	Salmo salar					https://en.wikipedia.org/wiki/Atlantic_salmon	atlantic salmon	FDA SFL Common Name	atlantic salmon	FDA SFL Acceptable Market Name		ITIS:161996	atlantic salmon	salmon, atlantic	atlantic salmon			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:40502	Lutjanus apodus					https://en.wikipedia.org/wiki/Schoolmaster	schoolmaster	FDA SFL Common Name	schoolmaster	FDA SFL Acceptable Market Name	schoolmaster snapper	ITIS:168850	schoolmaster	schoolmaster	schoolmaster snapper		Perca apoda	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8060	Pollachius virens					https://en.wikipedia.org/wiki/Pollachius_virens	pollock	FDA SFL Common Name	pollock	FDA SFL Acceptable Market Name	saithe	ITIS:164727	pollock	pollock	saithe		Merlangus virens | Gadus virens	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:428034	Atheresthes stomias					https://en.wikipedia.org/wiki/Arrowtooth_flounder	arrowtooth flounder	FDA SFL Common Name	arrowtooth flounder	FDA SFL Acceptable Market Name		ITIS:172862	arrowtooth flounder	flounder, arrowtooth	arrowtooth flounder		Reinhardtius stomias | Platysomatichthys stomias	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8049	Gadus morhua					https://en.wikipedia.org/wiki/Atlantic_cod	atlantic cod	FDA SFL Common Name	cod	FDA SFL Acceptable Market Name		ITIS:164712	atlantic cod	cod	atlantic cod			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8235	Thunnus alalunga					https://en.wikipedia.org/wiki/Albacore	albacore	FDA SFL Common Name	tuna 	FDA SFL Acceptable Market Name		ITIS:172419	albacore	tuna (*)	albacore		Scomber alalunga | Germo alalunga	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:38527	Abramis brama					https://en.wikipedia.org/wiki/Bream	bream	FDA SFL Common Name	bream	FDA SFL Acceptable Market Name	common bream	ITIS:163666	bream	bream	common bream		Cyprinus brama	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:458545	Acanthistius brasilianus					https://en.wikipedia.org/wiki/Acanthistius	argentine sea bass	FDA SFL Common Name	sea bass	FDA SFL Acceptable Market Name		ITIS:167953	argentine sea bass	sea bass	argentine seabass		Plectropoma brasilianum	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:385555	Acanthocardia tuberculata					https://en.wikipedia.org/wiki/Acanthocardia_tuberculata	knotted cockle	FDA SFL Common Name	cockle	FDA SFL Acceptable Market Name	tuberculate cockle	ITIS:80932	knotted cockle	cockle	tuberculate cockle		Cardium tuberculatum	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13323	Acanthocybium solandri					https://en.wikipedia.org/wiki/Wahoo	wahoo	FDA SFL Common Name	wahoo	FDA SFL Acceptable Market Name		ITIS:172451	wahoo	wahoo	wahoo		Cybium solandri	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:51758	Acanthurus chirurgus					https://en.wikipedia.org/wiki/Doctorfish_tang	doctorfish	FDA SFL Common Name	tang | surgeonfish	FDA SFL Acceptable Market Name		ITIS:172253	doctorfish	tang or surgeonfish	doctorfish		Chaetodon chirurgus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:157585	Acanthurus coeruleus					https://en.wikipedia.org/wiki/Acanthurus_coeruleus	blue tang	FDA SFL Common Name	tang | surgeonfish	FDA SFL Acceptable Market Name	blue tang surgeonfish	ITIS:172254	blue tang	tang or surgeonfish	blue tang surgeonfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:175430	Acanthurus mata					https://en.wikipedia.org/wiki/Elongate_surgeonfish	striped surgeonfish	FDA SFL Common Name	tang | surgeonfish	FDA SFL Acceptable Market Name	elongate surgeonfish	ITIS:172265	striped surgeonfish	tang or surgeonfish	elongate surgeonfish		Chaetodon mata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:75014	Acanthurus xanthopterus					https://en.wikipedia.org/wiki/Yellowfin_surgeonfish	yellowfin surgeonfish	FDA SFL Common Name	tang | surgeonfish	FDA SFL Acceptable Market Name		ITIS:172259	yellowfin surgeonfish	tang or surgeonfish	yellowfin surgeonfish			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2315439	Achatina fulica					https://en.wikipedia.org/wiki/Achatina_fulica	giant african snail	FDA SFL Common Name	snail | escargot	FDA SFL Acceptable Market Name		ITIS:76978	giant african snail	snail or escargot			Helix fulica	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:27689	Acipenser baerii					https://en.wikipedia.org/wiki/Siberian_sturgeon	siberian sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161066	siberian sturgeon	sturgeon	siberian sturgeon		Acipenser baeri	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:62061	Acipenser dabryanus					https://en.wikipedia.org/wiki/Dabry%27s_sturgeon	yangtze sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:550551	yangtze sturgeon	sturgeon	yangtze sturgeon			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:41871	Acipenser fulvescens					https://en.wikipedia.org/wiki/Lake_sturgeon	lake sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161071	lake sturgeon	sturgeon	lake sturgeon			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7902	Acipenser gueldenstaedtii					https://en.wikipedia.org/wiki/Russian_sturgeon	russian sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161073	russian sturgeon	sturgeon	russian sturgeon		Acipenser gueldenstaedti | Acipenser guldenstadti	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7908	Acipenser medirostris					https://en.wikipedia.org/wiki/Green_sturgeon	green sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161067	green sturgeon	sturgeon	green sturgeon			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:61967	Acipenser nudiventris					https://en.wikipedia.org/wiki/Bastard_sturgeon	thorn sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name	fringebarbel sturgeon	ITIS:161077	thorn sturgeon	sturgeon	fringebarbel sturgeon			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:36177	Acipenser oxyrinchus					https://en.wikipedia.org/wiki/Acipenser_oxyrinchus	atlantic sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:553269	atlantic sturgeon	sturgeon	atlantic sturgeon		Acipenser oxyrynchus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7906	Acipenser ruthenus					https://en.wikipedia.org/wiki/Sterlet	sterlet	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161079	sterlet	sturgeon	sterlet			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:111304	Acipenser schrenckii					https://en.wikipedia.org/wiki/Japanese_sturgeon	amur sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:550554	amur sturgeon	sturgeon	amur sturgeon		Acipenser shrencki	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7903	Acipenser stellatus					https://en.wikipedia.org/wiki/Starry_sturgeon	stellate sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161078	stellate sturgeon	sturgeon	stellate sturgeon			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7904	Acipenser transmontanus					https://en.wikipedia.org/wiki/White_sturgeon	white sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161068	white sturgeon	sturgeon	white sturgeon			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
