Ontology ID	 Label NCBI	Label FoodOn	NCBI parent ID	Ontology Alternative Term	Exact Synonym (FoodOn)	See Also	FDA Common Name [after changes]	FDA SFL Common Name	FDA Acceptable Market Name(s) [after changes]	FDA SFL Acceptable Market Name	NCBI Genbank Common Name [after changes]	ITIS (TSN)	FDA Alternative Term [original]	FDA Acceptable Market Name(s) [original]	NCBI Genbank Common Name [original]	FDA law	NCBI Synonym	terms source | term requested	"term editor	"
NCBITaxon:75034	Pomatomus saltatrix					https://en.wikipedia.org/wiki/Bluefish	bluefish	FDA SFL Common Name	bluefish	FDA SFL Acceptable Market Name		ITIS:168559	bluefish	bluefish			Gasterosteus saltatrix	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:201697	Pomoxis annularis					https://en.wikipedia.org/wiki/White_crappie	white crappie	FDA SFL Common Name	crappie	FDA SFL Acceptable Market Name		ITIS:168166	white crappie	crappie				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8182	Pomoxis nigromaculatus					https://en.wikipedia.org/wiki/Black_crappie	black crappie	FDA SFL Common Name	crappie	FDA SFL Acceptable Market Name	black crappie	ITIS:168167	black crappie	crappie	black crappie		Cantharus nigromaculatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:80836	Portunus pelagicus					https://en.wikipedia.org/wiki/Portunus_armatus	blue swimming crab	FDA SFL Common Name	swimming crab	FDA SFL Acceptable Market Name	sand crab	ITIS:199965	blue swimming crab	crab, swimming	sand crab			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:411673	Portunus sanguinolentus					https://en.wikipedia.org/wiki/Portunus_sanguinolentus	three spot swimming crab	FDA SFL Common Name	swimming crab	FDA SFL Acceptable Market Name		ITIS:98723	three spot swimming crab	crab, swimming	three spot swimming crab			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:40511	Pristipomoides aquilonaris						wenchman	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:168913	wenchman	jobfish or snapper	wrenchman		Anthias aquilonaris	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:398258	Pristipomoides filamentosus					https://en.wikipedia.org/wiki/Pristipomoides_filamentosus	crimson jobfish	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:168916	crimson jobfish	jobfish or snapper	crimson jobfish		Serranus filamentosus | Pristipomoides microlepis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1522400	Pristipomoides flavipinnis					https://en.wikipedia.org/wiki/Pristipomoides_flavipinnis	goldeneye jobfish	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:168920	goldeneye jobfish	jobfish or snapper	goldeneye jobfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1950938	Pristipomoides macrophthalmus						cardinal snapper	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:643085	cardinal snapper	jobfish or snapper			Centropristes macrophthalmus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:106585	Pristipomoides multidens					https://en.wikipedia.org/wiki/Pristipomoides_multidens	goldbanded jobfish	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:550953	goldbanded jobfish	jobfish or snapper	goldbanded jobfish		Mesoprion multidens	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:443712	Pristipomoides sieboldii					https://en.wikipedia.org/wiki/Pristipomoides_sieboldii	lavender jobfish	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:168918	lavender jobfish	jobfish or snapper	lavender jobfish		Chaetopterus sieboldii | Pristipomoides sieboldi	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:264210	Pristipomoides typus					https://en.wikipedia.org/wiki/Pristipomoides_typus	sharptooth jobfish	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:550954	sharptooth jobfish	jobfish or snapper	sharptooth jobfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:197206	Procambarus acutus					https://en.wikipedia.org/wiki/Procambarus_acutus	white river crayfish	FDA SFL Common Name	crawfish | crayfish	FDA SFL Acceptable Market Name		ITIS:97492	white river crayfish	crawfish or crayfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:6728	Procambarus clarkii					https://en.wikipedia.org/wiki/Procambarus_clarkii	red swamp crayfish	FDA SFL Common Name	crawfish | crayfish	FDA SFL Acceptable Market Name		ITIS:97491	red swamp crayfish	crawfish or crayfish	red swamp crayfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:938397	Prognichthys gibbifrons						bluntnose flyingfish	FDA SFL Common Name	flyingfish	FDA SFL Acceptable Market Name		ITIS:165524	bluntnose flyingfish	flyingfish	bluntnose flyingfish		Exocoetus gibbifrons	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:348696	Prosopium cylindraceum					https://en.wikipedia.org/wiki/Round_whitefish	round whitefish	FDA SFL Common Name	whitefish	FDA SFL Acceptable Market Name		ITIS:162008	round whitefish	whitefish	round whitefish		Salmo cylindraceus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:462889	Protothaca staminea					https://en.wikipedia.org/wiki/Leukoma_staminea	pacific littleneck clam	FDA SFL Common Name	littleneck clam	FDA SFL Acceptable Market Name		ITIS:81464	pacific littleneck clam	clam, littleneck			Protothaca staminea	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:380166	Protothaca tenerrima						thin-shell littleneck clam	FDA SFL Common Name	littleneck clam	FDA SFL Acceptable Market Name	thin-shell littleneck	ITIS:81465	thin-shell littleneck clam	clam, littleneck	thin-shell littleneck		Protothaca tenerrima | Tapes tenerrima	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2762064	Protothaca thaca						hardshell clam	FDA SFL Common Name	hardshell clam | quahog	FDA SFL Acceptable Market Name		ITIS:81472	hardshell clam	clam, hardshell or quahog			Protothaca thaca | Chama thaca	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:195639	Psettichthys melanostictus					https://en.wikipedia.org/wiki/Pacific_sand_sole	sand sole	FDA SFL Common Name	sole | flounder	FDA SFL Acceptable Market Name	pacific sand sole	ITIS:172928	sand sole	sole or flounder	pacific sand sole			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:241828	Psettodes belcheri						spottail spiny turbot	FDA SFL Common Name	turbot	FDA SFL Acceptable Market Name		ITIS:616137	spottail spiny turbot	turbot	spottail spiny turbot			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:526614	Psettodes bennettii						spring turbot	FDA SFL Common Name	turbot	FDA SFL Acceptable Market Name		ITIS:616138	spring turbot	turbot	spiny turbot			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:349646	Pseudocaranx dentex					https://en.wikipedia.org/wiki/White_trevally	white trevally	FDA SFL Common Name	jack | trevally	FDA SFL Acceptable Market Name	hard-tail jack	ITIS:168641	white trevally	jack or trevally	hard-tail jack		Scomber dentex | Caranx platessa | Caranx delicatissimus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7677	Pseudocentrotus			Pseudocentrotus spp.					sea urchin	FDA SFL Acceptable Market Name				sea urchin				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:443806	Pseudophycis bachus					https://en.wikipedia.org/wiki/Red_codling	red cod	FDA SFL Common Name	morid cod	FDA SFL Acceptable Market Name	red codling	ITIS:550677	red cod	cod, morid	red codling		Physiculus bachus | Enchelyopus bachus | Lotella bachus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:548272	Pseudophycis barbata					https://en.wikipedia.org/wiki/Southern_bastard_codling	rock cod	FDA SFL Common Name	morid cod	FDA SFL Acceptable Market Name	southern bastard codling	ITIS:550678	rock cod	cod, morid	southern bastard codling			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2485022	Pseudophycis breviuscula					https://en.wikipedia.org/wiki/Northern_bastard_codling	northern bastard codling	FDA SFL Common Name	morid cod	FDA SFL Acceptable Market Name		ITIS:164788	northern bastard codling	cod, morid			Lota breviuscula	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:309911	Pseudoplatystoma corruscans					https://en.wikipedia.org/wiki/Pseudoplatystoma_corruscans	spotted sorubim	FDA SFL Common Name	sorubi	FDA SFL Acceptable Market Name	spotted shovelnose	ITIS:681793	spotted sorubim	sorubi	spotted shovelnose		Platystoma corruscans	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:459635	Pseudoplatystoma tigrinum					https://en.wikipedia.org/wiki/Pseudoplatystoma_tigrinum	tiger sorubim	FDA SFL Common Name	caparari	FDA SFL Acceptable Market Name		ITIS:681794	tiger sorubim	caparari			Platystoma truncatum | Platystoma tigrinum | Pseudoplatystoma truncatum	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:253863	Pseudorhombus arsius					https://en.wikipedia.org/wiki/Pseudorhombus_arsius	largetoothed flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172837	largetoothed flounder	flounder	largetooth flounder		Pleuronectes arsius	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1680616	Pseudorhombus jenynsii						smalltoothed flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172838	smalltoothed flounder	flounder			Platessa jenynsii	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1940317	Pseudoscaphirhynchus fedtschenkoi					https://en.wikipedia.org/wiki/Syr_Darya_sturgeon	syr darya sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:550560	syr darya sturgeon	sturgeon	syr darya sturgeon		Scaphirhynchus fedtschenkoi	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:171265	Pseudoscaphirhynchus hermanni					https://en.wikipedia.org/wiki/Dwarf_sturgeon	dwarf sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:550559	dwarf sturgeon	sturgeon	dwarf sturgeon		Scaphirhynchus hermanni	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:55290	Pseudoscaphirhynchus kaufmanni					https://en.wikipedia.org/wiki/Amu_Darya_sturgeon	amu darya sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:573258	amu darya sturgeon	sturgeon	amu darya sturgeon		Scaphirhynchus kaufmanni	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:432167	Pseudotolithus elongatus						giant captainfish	FDA SFL Common Name	croaker	FDA SFL Acceptable Market Name	bobo croaker	ITIS:646550	giant captainfish	croaker	bobo croaker		Sciaena elongata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:349657	Pseudotolithus senegalensis					https://en.wikipedia.org/wiki/Pseudotolithus_senegalensis	captainfish	FDA SFL Common Name	croaker	FDA SFL Acceptable Market Name	law croaker	ITIS:646552	captainfish	croaker	law croaker		Pseudotolithus senegalensis | Corvina senegalla	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:349658	Pseudotolithus typus						flathead captainfish	FDA SFL Common Name	croaker	FDA SFL Acceptable Market Name	longneck croaker	ITIS:646553	flathead captainfish	croaker	longneck croaker			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1642211	Pterotolithus			Pterotolithus spp.		https://en.wikipedia.org/wiki/Pterotolithus			croaker	FDA SFL Acceptable Market Name				croaker				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:75288	Pylodictis olivaris					https://en.wikipedia.org/wiki/Flathead_catfish	flathead catfish	FDA SFL Common Name	catfish	FDA SFL Acceptable Market Name		ITIS:164029	flathead catfish	catfish			Silurus olivaris	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:141264	Rachycentron canadum					https://en.wikipedia.org/wiki/Cobia 	cobia	FDA SFL Common Name	cobia	FDA SFL Acceptable Market Name		ITIS:168566	cobia	cobia	cobia		Gasterosteus canadus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:341241	Raja binoculata					https://en.wikipedia.org/wiki/Big_skate	big skate	FDA SFL Common Name	skate	FDA SFL Acceptable Market Name		ITIS:160848	big skate	skate	big skate			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:33514	Raja eglanteria					https://en.wikipedia.org/wiki/Clearnose_skate	clearnose skate	FDA SFL Common Name	skate	FDA SFL Acceptable Market Name		ITIS:160855	clearnose skate	skate	clearnose skate			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:740706	Raja inornata						california skate	FDA SFL Common Name	skate	FDA SFL Acceptable Market Name	california ray	ITIS:160849	california skate	skate	california ray			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:30478	Raja rhina					https://en.wikipedia.org/wiki/Beringraja_rhina	longnose skate	FDA SFL Common Name	skate	FDA SFL Acceptable Market Name		ITIS:160851	longnose skate	skate	longnose skate			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7780	Raja			Raja spp.		https://en.wikipedia.org/wiki/Raja_(fish)	ocellate skates	FDA SFL Common Name	skate	FDA SFL Acceptable Market Name			(ocellate skates)	skate				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:740707	Raja stellulata					https://en.wikipedia.org/wiki/Raja_stellulata	starry skate	FDA SFL Common Name	skate	FDA SFL Acceptable Market Name		ITIS:160854	starry skate	skate	starry skate			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1419742	Raja texana					https://en.wikipedia.org/wiki/Rostroraja_texana	roundel skate	FDA SFL Common Name	skate	FDA SFL Acceptable Market Name		ITIS:160875	roundel skate	skate	roundel skate			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8399	Rana <genus>			Rana spp.		https://simple.wikipedia.org/wiki/Rana_(genus)	true frogs	FDA SFL Common Name	frog	FDA SFL Acceptable Market Name			(true frogs)	frog				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:70446	Rastrelliger kanagurta					https://en.wikipedia.org/wiki/Indian_mackerel	indian mackerel	FDA SFL Common Name	mackerel	FDA SFL Acceptable Market Name		ITIS:172462	indian mackerel	mackerel	indian mackerel		Scomber kanagurta	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:111784	Reinhardtius hippoglossoides					https://en.wikipedia.org/wiki/Greenland_halibut	greenland turbot	FDA SFL Common Name	greenland turbot 	FDA SFL Acceptable Market Name	greenland flounder	ITIS:172930	greenland turbot	greenland turbot (*)	greenland flounder		Pleuronectes hippoglossoides	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:170203	Retropinna retropinna					https://en.wikipedia.org/wiki/New_Zealand_smelt	cucumberfish	FDA SFL Common Name	smelt	FDA SFL Acceptable Market Name		ITIS:162122	cucumberfish	smelt	cucumberfish		Argentina retropinna	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:100202	Rhacochilus toxotes						rubberlip seaperch	FDA SFL Common Name	surfperch	FDA SFL Acceptable Market Name		ITIS:169755	rubberlip seaperch	surfperch	rubberlip seaperch			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:50905	Rhacochilus vacca						pile perch	FDA SFL Common Name	pile perch	FDA SFL Acceptable Market Name		ITIS:169754	pile perch	perch, pile	pile perch		Damalichthys vacca | Ditrema vacca	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:67555	Rhinichthys			Rhinichthys		https://en.wikipedia.org/wiki/Rhinichthys	mongrel daces	FDA SFL Common Name	dace	FDA SFL Acceptable Market Name			(mongrel daces)	dace				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:40507	Rhomboplites aurorubens					https://en.wikipedia.org/wiki/Vermilion_snapper	vermilion snapper	FDA SFL Common Name	snapper	FDA SFL Acceptable Market Name		ITIS:168909	vermilion snapper	snapper			Centropristes aurorubens	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1203427	Rhombosolea leporina					https://en.wikipedia.org/wiki/Yellowbelly_flounder	yellowbelly flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172954	yellowbelly flounder	flounder	yellowbelly flounder			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1203428	Rhombosolea plebeia					https://en.wikipedia.org/wiki/New_Zealand_sand_flounder	sand flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name	new zealand flounder	ITIS:172953	sand flounder	flounder	new zealand flounder		Rhombus plebius	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2782706	Rhombosolea retiaria					https://en.wikipedia.org/wiki/Black_flounder	black flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172955	black flounder	flounder				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:443810	Rhombosolea tapirina					https://en.wikipedia.org/wiki/Greenback_flounder	greenback flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172956	greenback flounder	flounder	greenback flounder			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:391198	Rhynchoconger flavus					https://en.wikipedia.org/wiki/Yellow_conger	yellow conger	FDA SFL Common Name	conger eel	FDA SFL Acceptable Market Name		ITIS:635419	yellow conger	eel, conger			Congermuraena flava	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1459838	Rhynchoconger gracilior					https://en.wikipedia.org/wiki/Whiptail_conger	whiptail conger	FDA SFL Common Name	conger eel	FDA SFL Acceptable Market Name		ITIS:635416	whiptail conger	eel, conger	whiptail conger		Congrina gracilior	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:34533	Rossia macrosoma						stout bobtail squid	FDA SFL Common Name	squid | calamari	FDA SFL Acceptable Market Name		ITIS:82343	stout bobtail squid	squid or calamari			Sepiola macrosoma	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8032	Salmo trutta					https://en.wikipedia.org/wiki/Whiptail_conger	brown trout	FDA SFL Common Name	trout	FDA SFL Acceptable Market Name	river trout	ITIS:161997	brown trout	trout	river trout			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8036	Salvelinus alpinus					https://en.wikipedia.org/wiki/Arctic_char	arctic char	FDA SFL Common Name	char	FDA SFL Acceptable Market Name		ITIS:162001	arctic char	char	arctic char		Salmo alpinus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8038	Salvelinus fontinalis					https://en.wikipedia.org/wiki/Brook_trout	brook trout	FDA SFL Common Name	trout	FDA SFL Acceptable Market Name		ITIS:162003	brook trout	trout	brook trout		Salmo fontinalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8039	Salvelinus malma					https://en.wikipedia.org/wiki/Dolly_Varden_trout	dolly varden	FDA SFL Common Name	trout	FDA SFL Acceptable Market Name		ITIS:162000	dolly varden	trout	dolly varden		Salmo malma	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8040	Salvelinus namaycush					https://en.wikipedia.org/wiki/Lake_trout	lake trout	FDA SFL Common Name	trout	FDA SFL Acceptable Market Name		ITIS:162002	lake trout	trout	lake trout		Salmo namaycush	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1156138	Samariscus triocellatus						threespot righteye flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name	three-spot righteye flounder	ITIS:172948	threespot righteye flounder	flounder	three-spot righteye flounder			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:283034	Sander canadensis					https://en.wikipedia.org/wiki/Sauger 	sauger	FDA SFL Common Name	sauger	FDA SFL Acceptable Market Name		ITIS:650171	sauger	sauger	sauger		Stizostedion canadense | Lucioperca canadensis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:283035	Sander lucioperca					https://en.wikipedia.org/wiki/Zander	zander	FDA SFL Common Name	zander | pikeperch	FDA SFL Acceptable Market Name	pikeperch	ITIS:650172	zander	zander or pikeperch	pikeperch		Perca lucioperca | Stizostedion lucioperca | Lucioperca lucioperca	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:62729	Sander volgensis					https://en.wikipedia.org/wiki/Volga_pikeperch	volga pikeperch	FDA SFL Common Name	pikeperch	FDA SFL Acceptable Market Name		ITIS:650179	volga pikeperch	pikeperch	volga pikeperch		Stizostedion volgense | Stizostedion volgensis | Perca volgensis	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:334879	Sarda australis					https://en.wikipedia.org/wiki/Australian_bonito	australian bonito	FDA SFL Common Name	bonito 	FDA SFL Acceptable Market Name		ITIS:202018	australian bonito	bonito (*)	australian bonito		Pelamys australis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8230	Sarda orientalis					https://en.wikipedia.org/wiki/Striped_bonito	striped bonito	FDA SFL Common Name	bonito 	FDA SFL Acceptable Market Name		ITIS:172410	striped bonito	bonito (*)	striped bonito		Pelamys orientalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8232	Sarda sarda					https://en.wikipedia.org/wiki/Atlantic_bonito	atlantic bonito	FDA SFL Common Name	bonito 	FDA SFL Acceptable Market Name		ITIS:172409	atlantic bonito	bonito (*)	atlantic bonito		Scomber sarda	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:27697	Sardina pilchardus					https://en.wikipedia.org/wiki/European_pilchard	european pilchard	FDA SFL Common Name	pilchard | sardine	FDA SFL Acceptable Market Name	sardine	ITIS:161813	european pilchard	pilchard or sardine	sardine		Clupea pilchardus | Alosa pilchardus | Clupea harengus pilchardus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:96886	Sardinella albella					https://en.wikipedia.org/wiki/Sardinella_albella	perforated-scale sardine	FDA SFL Common Name	sardine	FDA SFL Acceptable Market Name	white sardinella	ITIS:551445	perforated-scale sardine	sardine	white sardinella		Kowala albella	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:196071	Sardinella aurita					https://en.wikipedia.org/wiki/Round_sardinella	spanish sardine	FDA SFL Common Name	sardine	FDA SFL Acceptable Market Name	round sardinella	ITIS:161763	spanish sardine	sardine	round sardinella			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:96887	Sardinella fimbriata					https://en.wikipedia.org/wiki/Sardinella_fimbriata	fringescale sardinella	FDA SFL Common Name	sardine	FDA SFL Acceptable Market Name		ITIS:161768	fringescale sardinella	sardine	fringescale sardinella		Spratella fimbriata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1386171	Sardinella janeiro					https://en.wikipedia.org/wiki/Sardinella_brasiliensis	orangespot sardine	FDA SFL Common Name	sardine	FDA SFL Acceptable Market Name	brazilian sardine	ITIS:572698	orangespot sardine	sardine	brazilian sardine		Clupea brasiliensis | Sardinella janeiro | Clupea janeiro	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:96888	Sardinella longiceps					https://en.wikipedia.org/wiki/Indian_oil_sardine	oil sardine	FDA SFL Common Name	sardine	FDA SFL Acceptable Market Name	indian oil sardine	ITIS:551453	oil sardine	sardine	indian oil sardine			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:41697	Sardinops melanostictus					https://en.wikipedia.org/wiki/Sardinops 	japanese pilchard	FDA SFL Common Name	pilchard | sardine	FDA SFL Acceptable Market Name		ITIS:551222	japanese pilchard	pilchard or sardine			Sardinops sagax melanostictus | Sardinops sagax melanosticta | Clupea melanosticta	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:59687	Sardinops neopilchardus						australian pilchard	FDA SFL Common Name	pilchard | sardine	FDA SFL Acceptable Market Name		ITIS:551223	australian pilchard	pilchard or sardine			Clupea neopilchardus | Sardinops sagax neopilchardus | Sardina neopilchardus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:59688	Sardinops ocellatus					https://en.wikipedia.org/wiki/Sardinops	south african pilchard	FDA SFL Common Name	pilchard | sardine	FDA SFL Acceptable Market Name		ITIS:551224	south african pilchard	pilchard or sardine			Clupea ocellata | Sardinops sagax ocellatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:28381	Sardinops sagax					https://en.wikipedia.org/wiki/Sardinops	pacific sardine	FDA SFL Common Name	pilchard | sardine	FDA SFL Acceptable Market Name	south american pilchard	ITIS:161729	pacific sardine	pilchard or sardine	south american pilchard		Clupea sagax	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8144	Sarotherodon galilaeus					https://en.wikipedia.org/wiki/Mango_tilapia	mango tilapia	FDA SFL Common Name	tilapia	FDA SFL Acceptable Market Name		ITIS:649597	mango tilapia	tilapia			Tilapia galilaea | Sparus galilaeus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:50613	Sarotherodon melanotheron					https://en.wikipedia.org/wiki/Blackchin_tilapia	blackchin tilapia	FDA SFL Common Name	tilapia	FDA SFL Acceptable Market Name		ITIS:553311	blackchin tilapia	tilapia	blackchin tilapia			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:410349	Saxidomus gigantea					https://en.wikipedia.org/wiki/Saxidomus_gigantea	butter clam	FDA SFL Common Name	butter clam	FDA SFL Acceptable Market Name		ITIS:568268	butter clam	clam, butter				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1129274	Saxidomus nuttalli					https://en.wikipedia.org/wiki/Saxidomus_nuttalli	washington clam	FDA SFL Common Name	butter clam	FDA SFL Acceptable Market Name		ITIS:81448	washington clam	clam, butter				FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:36178	Scaphirhynchus albus					https://en.wikipedia.org/wiki/Pallid_sturgeon	pallid sturgeon	FDA SFL Common Name	sturgeon	FDA SFL Acceptable Market Name		ITIS:161081	pallid sturgeon	sturgeon	pallid sturgeon		Parascaphirhynchus albus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
